"bambara","french"
"Fɛɛrɛ jumɛnw bɛ se ka tigɛ walasa Farafinna ka kuran sɔrɔ waati bɛɛ ani nɔgɔya la ?","Quelle mesure faudrait-il prendre pour que l'Afrique aie de l'électricité tout le temps et facilement ?"
"An bɛ aw lamɛnni de kan sisansisan an ka nɛgɛjuru sira 00221 76 644 12 79 labilalen bɛ aw ye.","Nous sommes dès maintenant à votre écoute, notre numéro de téléphone 00221 76 644 12 79 vous est réservé."
"A' ye don ka tali kɛ baabu in na ! Aw danse !","N'hésitez pas à appeler pour rebondir sur cette information! Soyez les bienvenus!"
"Jí bɛ́ yàn ! jí bɛ́ yàn !","De l’eau! De l’eau!"
""" glace "" bɛ́ yàn ! "" gílasi "" bɛ́ yàn !","De la glace ! De la glace !"
"Jɛ́gɛ jírannen bɛ́ yàn ! jɛ́gɛ jírannen bɛ́ yàn !","Poisson frit ! Poisson frit !"
"Jùlafitininw ka cá dɛ́ !","Il y a vraiment beaucoup de petits commerçants ici ! "
"Ù bɛ́ɛ bɛ tɔ̀nɔ sɔ̀rɔ ù ka jàgo lá wà ?","Font-ils tous du bénéfice dans leur commerce ?"
"Dɔ́ɔnin !","Un tout petit peu!"
"Ù bɛ́ɛ bɛ bɔ́ Bàmakɔ yàn wà ?","Sont-ils tous de Bamako ?"
"Àyí dɛ́, òlû bɛ́ɛ bɛ bɔ́ jàmana fàn bɛ́ɛ fɛ̀.","Pas du tout, ils viennent de tous les coins du pays."
"Mùn b'ù láse yàn ?","Qu’est-ce qui les a fait venir ici ?"
"Jà ni nàfoloko y'ù láse yàn !","La sécheresse et le problème d’argent les ont fait venir ici !"
"Ù jàlen bɛ́ jɔ̂n kàn ?","Chez qui logent-ils ?"
"Ù jàlen bɛ́ ù bálimaw n'ù dɔ́nbagaw kàn !","Ils logent chez des parents et des connaissances !"
"Ò yé báara yé dɛ́ !","Quelle affaire ! "
"Ála k'ù bɛ́ɛ gàrisɛgɛ fóni !","Que Dieu donne sa chance à chacun d’eux !"
"Àmiina !","Amen!"
"Báda ! báda !","Taxis pour le quartier de Bada ! Bada !"
"Án bɛ táa kìnda jùmɛn ná ?","Dans quel quartier allons-nous ?"
"Án bɛ táa Dar-Salam !","Nous allons à Dar-Salam !"
"Láfìyábugu ! Láfìyábugu !","Lafiyabugu ! Lafiyabugu ! "
"Áw tɛ́ "" tàkisi "" tà ?","Vous ne prenez pas le taxi ?"
"Àyí, án táayɔrɔ ka sùrun !","Non, là où nous allons, ce n’est pas loin !"
"Dòni dí yàn, dòni dí yàn !","Donne-moi les bagages ! Donne-moi les bagages !"
"Dònitalaw, áw fána bɛ́ kà mɔ̀gɔ sɛ̀gɛn sá !","Porteurs, vous aussi, vous fatiguez le monde "
"Í t'í màgo lájɛ !","Ne viens-tu pas me consulter pour tes problèmes !"
"Màgo t'í lá ?","N’as-tu pas de problèmes ?"
"Ɔ̀wɔ́, màgo bɛ́ ń ná, ǹka wári tɛ́ yèn !","Si, j'en ai, mais je n’ai pas d’argent !"
"À bɛ́ kà mùn kɛ́ ?","Qu'est-ce qu’elle fait ?"
"Kòlonninfilila dòn.","C’est une devineresse. "
"À bɛ́ kà kòlonkisɛ yɛ́rɛkɛ kà síni kófɔ mɔ̀gɔ yé.","Elle est en train d’éparpiller les cauris pour prédire aux gens leur avenir."
""" pusepusenintigi "" !","32"
"Nàamù !","Oui!"
"Í b'án ka dòni láse súgukuranin ná jòli ?","34"
"Kɛ̀mɛ !","500F!"
"Í t'í míiri wári gɛ̀lɛya lá ?","36"
"Í bɛ sé jòli lá ?","Combien peux-tu donner ?"
"Bî dúuru !","38"
"Ò dí !","39"
"Án ka wá !","40"
"Mɔ̀len bɛ́ yàn !","41"
"Tɔ̀lɔlen, tɔ̀lɔlen !","42"
"Sògojuru ɲùman bɛ́ yàn, bî dúuru dúuru ! kɛ̀mɛ kɛ̀mɛ !","Il y a de bonnes brochettes ici, à 250F, à 500F!"
"Yàn yé sògo jèninen fèereyɔrɔ yé wà ?","C’est ici que l’on vend de la viande grillée ?"
"Ɔ̀wɔ́, án b'à fɔ́ ò mà kó : díbida.","Oui, nous appelons ça «rôtisserie »."
"Yàn yé Bàba Jàlo ka díbida yé.","C’est ici la rôtisserie de Baba Jalo."
"À ka sògo sániyalen dòn !","Sa viande est saine !"
"Nìn bɛ́ɛ yé "" bùtikiw "" yé wà ?","Tout cela, est-ce des boutiques ?"
"Ɔ̀wɔ́, ǹka yàn "" bùtikiw "" tɛ́ bɛ́rɛ yé.","Oui, mais ici les boutiques ne sont pas nombreuses."
"N'í séra Dabanaani ná, yèn tá dè ka cá !","Si tu vas au «Dabanaani », c’est là qu’il y en a beaucoup !"
"Jàgo bɛ kɛ́ Bàmakɔ yàn kóyi !","Vraiment, on fait du commerce à Bamako !"
"Ɔ̀wɔ́, jàgo bɛ kɛ́ yàn, jànkó màrakaw fɛ̀.","Oui, on fait du commerce, surtout les Sarakolé."
"Án séra "" Aritizana "".","Nous sommes arrivés à l’artisanat."
"Páti !","Oh! "
"Bólolabaara súgu bɛ́ɛ bɛ sɔ̀rɔ yàn !","On trouve ici toutes sortes de choses faites à la main !"
"Ɔ̀wɔ́, wòlobaaralaw bɛ́ yàn, sánufagalaw bɛ́ yàn àní jíribaaralaw !","Oui, ici il y a ceux qui travaillent des peaux, des bijoutiers et des sculpteurs sur bois !"
"Tìɲɛ ná, Bàmakɔ ków tɛ bán !","Vraiment, les choses à voir à Bamako n’en finissent pas!"
"Dùgubaw bɛ́ɛ bɛ́ tèn !","Toutes les grandes villes sont ainsi !"
"Kùnsigitigɛlaw ka mɔ̀gɔ kùnsigi tìgɛ nbɛ́da lá, nê tùn ma ò yé ni bì tɛ́ !","Des coiffeurs qui coupent les cheveux dans la rue, je n’avais pas envore vu ça, si ce n’est aujourd’hui !"
"À bɛ kɛ́ án fɛ̀.","Ça se fait chez nous."
"Ò tùma, kùndi "" modèle "" mîn ka dí í yé, í b'ò ɲɛ́natɔ̀mɔ jà nìnnú ná wà ?","Alors le modèle de coiffure qui te plaît, tu le choisis parmi les photos ?"
"Í y'à fàamu !","Tu as compris !"
"Kùnsigitigɛla, sú bɛ ɲíni kà kò, hálì bì, í bɛ́ báara lá wà ?","Coiffeur, la nuit est sur le point de tomber, tu travailles jusqu’à maintenant ?"
"Ɔ̀wɔ́, hálì bì, ń b'à kàn.","Oui, jusqu’à maintenant, je suis en train."
"Wári sɔ̀rɔ man dí !","Ce n’est pas facile de gagner de l'argent!"
"Mìsiriwelela kán tɛ́ nín yé wà ?","N’est-ce pas l’appel du muezzin ?"
"Sìlamɛw bɛ sìɲɛ jòli séli tìle kɔ́nɔ ?","Les musulmans prient combien de fois dans la journée ?"
"Sìlamɛw bɛ sìɲɛ dúuru séli tìle kɔ́nɔ.","Les musulmans prient cinq fois dans la journée."
"Òlû tɔ́gɔ fílɛ : fájiri, sélifàna, làansàra, fìtiri, àní sáafo.","Voilà leurs noms : la prière de l’aube, la prière de 14h, la prière de 17h, la prière du crépuscule, et la prière de 20 h."
"Ála k'ù ka bàto mìnɛ !","Que Dieu accueille leur prière !"
"Àmiina !","Amen !"
"Wòtoronintigi, yàn ka ɲì, án séra jàbaaya lá !","Possesseur de pousse-pousse, ça va ici, nous sommes arrivés chez le logeur !"
"Án bɛ jà Ádama ka só wà ?","Est-ce nous logeons chez Hadama ?"
"Àyí, án bɛ jìgin nê búrankɛ ka só.","Non, nous logeons chez mon beau-frère."
"À tɔ́gɔ kó : Ngòlo.","Il s’appelle Ngolo."
"Í búrankɛ bɛ́ cákɛda dɔ́ lá wà ?","Ton beau-frère a-t-il un poste de travail ?"
"Àyí, nê búrankɛ yé báaraɲini yé.","Non, mon beau-frère est journalier."
"Ála ka báara sɔ̀rɔ nɔ̀gɔya à yé.","Que Dieu l’aide à trouver un emploi !"
"Àmiina !","Amen ! "
"Ála k'án bɛ́ɛ sùtura !","Que Dieu nous aide tous !"
"Àmiina !","Amen !"
"( konkon ) i ni sɔgɔma !","(Toc toc !) Bonjour !"
"Paul... ji sigira !","Paul. l’eau est prête !"
"Unhun !","Oui!"
"Ayiwa, ne kora.","Bon, je me suis lavé."
"Dutigi, i ni sɔgɔma.","Bonjour, le chef de famille."
"Nba, i ni sɔgɔma !","Bonjour!"
"I sunɔgɔra kosɛbɛ ?","As-tu bien dormi ?"
"O kɛra !","Oui!"
"Ala ka tile hɛrɛ caya !","Que Dieu fasse abondante la paix du jour!"
"Amiina !","Amen!"
"Jatigimuso, hɛrɛ sira wa ?","Logeuse, la nuit a-t-elle été bonne ?"
"Hɛrɛ !","En paix !"
"Na daraka dun !","Viens déjeuner !"
"Seri filɛ !","Voici la bouillie !"
"Mɔni don wa ?","Est-ce de la bouillie de farine granulée ?"
"Ɔwɔ, mɔni don.","Oui, c’est de la bouillie de farine granulée."
"Na Ngolo ko, ko : « nɔnɔ ! »","Papa Ngolo (dit): « Voici du lait !»"
"A kɛra bonya ye !","Quel honneur pour moi!"
"O ka kan !","C’est naturel!"
"An tɛ kun i la o rɔ !","En matière d’honneur, nous n’arriverons pas à t’égaler !"
"Aw bɛ se mɔgɔladon na kojugu !","Vous savez très bien accueillir les gens !"
"Ala ni aw barika la !","Grâce à Dieu et grâce à vous!"
"I tun ma se Mali la ni ɲinan tɛ ?","Tu n’étais jamais venu au Mali avant cette année ?"
"Ayi, ne tun ma se Mali la ni ɲinan tɛ.","Non ! Je n’étais jamais venu au Mali avant cette année."
"I tun ma Mali tɔgɔ mɛn wa ?","Tu n’avais pas entendu le nom du Mali ?"
"Ɔwɔ, ne tun ye Mali tɔgɔ mɛn.","Oui, j'avais entendu parler du Mali."
"Mun tun fɔra i ye ?","Qu’est-ce qu’on t’avait dit ?"
"A tun fɔra n ye ko : hadamadenya bɛ Mali la.","On dit que les Maliens sont très sociables."
"O ye tan ni fila ye !","C’est tout à fait vrai !"
"Jatigikɛ, ne taatuma sera !","Logeur, il est temps que je parte !"
"Kelen !","Déjà !"
"Kelen ka fisa bilen ye !","Déjà vaut mieux qu’encore !"
"Baasi tɛ, an ka taa barika da dugutigi ye.","D'accord, allons remercier le chef de village."
"An bɛ dugutigi bara.","Nous sommes chez le chef de village."
"Dugutigi, dunan ko : k'abarika !","Chef de village, l’étranger vous dit: merci !"
"Ko to ma dɛsɛ, ji ma dɛsɛ, sogo ma dɛsɛ !","Le «to» n’a pas manqué, l’eau n’a pas manqué, la viande n’a pas manqué !"
"O tɛ foliko ye !","Cela ne vaut pas un remerciement !"
"Foli b'a ye !","C’est lui qui doit être remercié !"
"K'a bɛ sira ɲini.","Il dit qu’il demande la route."
"I tɛ tilen an fɛ ?","Tu ne passes pas la journée avec nous ?"
"Tile gwanna kaban !","Le soleil est déjà chaud !"
"Don wɛrɛ, n bɛ na tun.","Un autre jour, je reviendrai."
"O ka fisa !","C’est mieux !"
"Siɲɛ kelen tɛ togo ncɔ !","«Une seule fois ne fait pas le toit de la hutte !»"
"O ye tiɲɛ ye !","C’est vrai !"
"Ko ne bɛ Falajɛ dugutigi fo !","Salue le chef du village de Falaje de ma part !"
"A n'a mɛn !","Il l’entendra !"
"An bɛ Cɛmɔgɔ ka du kɔnɔ.","Nous sommes dans la concession de Cemogo."
"An tɛ doni siri !","Attachons les bagages !"
"Minanw filɛ !","Voici les bagages !"
"Mobilɛti di yan.","Donne la mobylette."
"An bɛ i sennabɔ !","Nous allons t’accompagner un peu !"
"Musokura, ne taara !","Musokura, je suis parti !"
"K'an b'u fo !","Salue-les de notre part !"
"U n'a mɛn !","Ils l’entendront !"
"Paul, n b'i bila yan !","Paul, je te laisse ici !"
"Yan man dɔgɔ !","Ici, ce n’est pas peu!"
"Ala ka hɛrɛ k'i ɲɛ !","Que Dieu mette la paix devant toi !"
"Amiina !","Amen !"
"Ka hɛrɛ fɔ n kɔ !","Que la paix prenne ma place après mon départ!"
"Amiina !","Amen!"
"Baba, wuli !","Baba, lève-toi !"
"Dugujɛ y'i minɛ !","L’aube t’a surpris !"
"Ne ka sabara bɛ min ?","Où sont mes chaussures ?"
"I datɔ su rɔ, i m'a bila kɛnɛ ma wa ?","En te couchant hier soir, ne les as-tu pas laissées dehors ?"
"Batɔgɔma, fara n na !","Batogoma, laisse-moi tranquille !"
"Baba, lakɔlinɛgɛ gɔsira, i teliya sa !","Baba, la cloche de l’école a sonné, dépêche-toi !"
"Ne ɲɛ tɛ n ka sɛbɛn na, Batɔgɔma y'o dogo !","Je ne vois pas mon livre, Batogoma l’a caché !"
"Ne ma i ka sɛbɛn dogo !","Je n’ai pas caché ton livre ! "
"Ne nɔ tɛ !","Ce n’est pas moi!"
"Kunun, i bɔtɔ lakɔli la, i ma ɲinɛ o kɔ ?","Hier, en sortant de l’école, ne l’as-tu pas oublié ?"
"Ayi, ne ma ɲinɛ o kɔ !","Non, je ne l’ai pas oublié !"
"Ayiwa, Baba, sɛbɛn wɛrɛ tɛ di i ma !","Bien, Baba, on ne te donnera pas un autre livre !"
"Taa sa !","Va donc !"
"Baba, na yan, n b'i lamaga ni busan ye !","Baba, viens ici, je vais te secouer avec le fouet !"
"N bɛ taa !","Je m’en vais !"
"Jigi, a taatɔ tɛ dɛ !","Jigi, sûrement il n’est pas en train de partir !"
"I k'a nɔ minɛ !","Suis-le !"
"Baba sera lakɔli la.","Baba est arrivé à l’école."
"« bonjour monsieur ! »","Bonjour Monsieur !"
"« bonjour », Baba !","Bonjour, Baba."
"Ne y'i natɔ kɔlɔsi, mun b'i la ?","Je t’ai observé en venant, qu’est-ce qui t’arrive ?"
"Ne ka sɛbɛn tununna !","Mon livre a disparu !"
"Baba, ne tun ye mun fɔ i ye ?","Baba, qu’est-ce que je t'avais dit ?"
"I hakili ma sigi dɛ !","Quel étourdi tu fais !"
"Karamɔgɔ, ne nɔ tɛ, ne dɔgɔnin nɔ don !","Maître, ce n’est pas moi, c’est de la faute de ma petite sœur !"
"Baba, i ye kalabaanci ye !","Baba, tu es un menteur !"
"I tɛ fara nkalon na wa ?","Vas-tu cesser de mentir ?"
"Walayi, « monsieur » !","Je le jure, Monsieur !"
"O ye tiɲɛ ye !","C’est la vérité !"
"Baba, i y'i ka « leçon » ta kunun wa ?","Baba, as-tu appris ta leçon hier ?"
"Ne ma ne ka sɛbɛn ye.","Je n’ai pas trouvé mon livre !"
"Don kalanso kɔnɔ !","Entre dans la salle de classe !"
"Bi, i kana bɔ "" recreation "" na !","Aujourd’hui, ne sors pas en récréation !"
"Jigi sera lakɔliso la.","Jigi arrive à l’école."
"Lakɔlikaramɔgɔw, aw ni kalan !","Messieurs les enseignants, bonjour !"
"Nba, i ni ce, Jigi !","Salut, Jigi !"
"I nali diyara n ye !","Ça me fait plaisir que tu sois venu !"
"Ne nana a lajɛ, ni Baba sera aw fɛ yan !","Je suis venu voir si Baba est arrivé chez vous ici !"
"Ɔwɔ, a sera !","Oui, il est arrivé !"
"Baba tulo ka gɛlɛn dɛ !","Baba est très têtu (a les oreilles très dures) !"
"O ye tiɲɛ ye !","C’est vrai !"
"Nka, i ye denfa ɲuman ye.","Mais, tu es un bon papa ; "
"A bɛ ɲɛ !","ça ira !"
"Baba bɛ min ?","Où est Baba ?"
"A kasibaatɔ filɛ kalanso kɔnɔ !","Le voilà en train de pleurer dans la salle de classe !"
"N y'a kɔrɔfɔ kosɛbɛ !","Je l’ai bien réprimandé !"
"I ye ko ɲuman kɛ !","Tu as bien fait!"
"I ni ce i yɛrɛ ye !","Merci pour ce que tu fais comme pour toi-même !"
"Nba, i yɛrɛ ni ce !","Merci à toi aussi !"
"Baba, na yan !","Baba, viens ici !"
"Baba, i na a dɔ wɛrɛ kɛ wa ?","Baba, vas-tu recommencer ?"
"Ni Ala sɔnna, n tɛna a dɔ wɛrɛ kɛ.","Si Dieu le veut, je ne vais plus recommencer."
"O tuma, an yafara e ma !","Alors, nous te pardonnons !"
"Jigi ni Paul bɛ sɛgɛnnafiɲɛ na foro la.","Jigi et Paul se reposent au champ."
"Paul, tiga tɛ sɔrɔ aw bara dɛ !","Paul, l’arachide ne se trouve donc pas chez vous !"
"Jɔn ko ten ?","Qui dit ainsi ?"
"Ne ko ten !","C’est moi qui dis comme ça."
"Ɲininkali tɛ wa ?","N’est-ce pas une question?"
"Tiga bɛ sɔrɔ an fɛ dɛ !","Bien sûr, on trouve de l’arachide chez nous !"
"A tun bɛ ne ɲɛna, ko a tun tɛ sɔrɔ.","Je pensais qu’on n’en trouvait pas."
"I tɛ tiga ɲimi ?","Ne croques-tu pas l’arachide ?"
"Ne tɛ tigakɛnɛ ɲimi.","Je ne croque pas l’arachide fraîche."
"Mun na ?","Pourquoi ?"
"A bɛ mura bila mɔgɔ la.","Elle donne le rhume aux gens."
"Ayiwa, Jigi, an tɛ wuli tun !","Bien, Jigi, ne nous levons-nous pas de nouveau !"
"O bɛ kɛ !","Cela se fait."
"Sisan, an tɛ tiga lajɛ ?","Maintenant, ne rassemblons-nous pas les arachides ?"
"I ko di ?","Qu'’est-ce que tu dis ?"
"Ne ko, ko : an ka tiga da ɲɔgɔn kan !","Je dis que nous mettions les arachides en tas."
"Cogo di ?","Comment ?"
"A filɛ !","Regarde !"
"O man gɛlɛn !","Ce n’est pas difficile !"
"Jigi, nin tiga tɔgɔ ko di ?","Jigi, quel est le nom de cette arachide ?"
"A tɔgɔ ko : « kalosabanin ».","Elle s'appelle « arachide de trois mois »."
"Ko mun ?","Quoi?"
"Ne ko, k'a tɔgɔ ko : ko « kalosabanin ».","Je dis qu’elle s’appelle « arachide de trois mois »."
"A ni tigaba tɛ kelen ye ?","Celle-ci et la « grosse arachide » ne sont-elles pas pareilles ?"
"Ayi, a ni tigaba tɛ kelen ye !","Non, celle-ci et la « grosse arachide » ne sont pas pareilles ?"
"An tɛ tiga kari bi wa ?","Ne détachons-nous pas les gousses aujourd’hui ?"
"Ayi, tiga tɛ kari fɔlɔ.","Non, on ne détache pas encore les gousses."
"Ayiwa, kɔrɔ, « midi » sera, ne bɛ taa so !","Eh bien, grand frère, c’est midi, je vais à la maison !"
"I tɛ tilerɔfana kɔnɔ ?","N’attends-tu pas le repas de midi ?"
"Sɔɔni, Sirajɛ bɛ na ni to ye.","Bientôt, Siraje viendra avec le «to»."
"O bɛ bɛn don wɛrɛ !","Ce sera pour un autre jour !"
"Baasi tɛ !","D'accord!"
"Hɔn tiga la !","Prends dans tes mains ces arachides !"
"Taa n'o ye so !","Pars avec à la maison !"
"O diyara n ye !","Cela m’a fait plaisir !"
"I ni baraji !","Toi et la récompense !"
"Folitigi ye i ye !","C’est toi qu’on doit remercier !"
"Ayiwa, n taara !","Eh bien, je suis parti."
"K'an sɔɔni !","A bientôt !"
"Amiina !","Amen !"
"Feburuye kalo tile wolonwula su ka taa a bila a tile seegin la, sanuɲinina dɔw tun balana damandingɛ dɔ kɔnɔ Dohun dugu la.","Dans la nuit du 7 au 8 février, des chercheurs d'or ont été surpris à l'intérieur d'un puits de mine d'or dans le village de Dohoun."
"O yɔrɔ yɛrɛ ka surun Hunde dugu de la sanu be bɔ o yɔrɔ min na ka caya.","Ce lieu lui-même est proche de Houndé où l'on extrait de l'or en quantité."
"Abasse Derra ka fɔ la, n'ale ye sanuɲininaw ka jɛkulu ɲɛmɔgɔ dɔ ye, ko mɔgɔ tan ɲɔgɔn de bɔnɛna u ni na, ani ko mɔgɔ damadɔ joginna.","Selon Abasse Derra, qui est l'un des dirigeants d'une association de chercheurs d'or, environ 10 personnes sont mortes et quelques personnes ont été blessées."
"Ko furakɛli bɛ ka kɛ olu la nin wagati la.","Ces derniers reçoivent en ce moment des traitements."
"A b'a da a kan ko su tan in na, kɔnɔntɔn bɛɛ be bɔ Dohun dugu de la.","Il a ajouté que parmi ces dix morts, neufs sont de Dohoun."
"Ko kelen de bɛ bɔ Bwere dugu la.","Un est originaire de Bouéré, dit-il."
"Sanuɲininaw ka jɛkulu tɔndenw ka fɔ la halisa, ko nin wagati in na, olu t'a dɔn mɔgɔ hakɛya min tun bɛ damandingɛ in kɔnɔ.","Selon un membre d'un association de chercheurs d'or, à l'heure actuelle on ne sait toujours pas combien de personnes se trouvaient dans le puits de mine d'or."
"Ɲininiw kɔni bɛ sen na nin wagati la.","Certes, les recherches sont actuellement en cours."
"Sanuɲininaw ka tɔnden dɔwɛrɛ k'olu tɛ nin kasaara in kun dɔn.","Un autre membre d'une association de chercheurs d'or dit qu'ils ne connaissent pas la cause de cet accident."
"Nka ko dɔw bɛ ka kuluci mugupɛrɛnta de fɔ, k'u ye baara kɛ n'o ye.","Mais ajoute-t-il, certains ont parlé d'explosifs pour creuser la montagne, c'est avec ça qu'ils travaillent."
"K'o de nana ni nin kasaara jugu in ye.","C'est ce qui a provoqué cet accident terrible, dit-il."
"Sìrajɛ, dɔ́ɔnin, ń bɛ́nà táa, án tɛ́nà sé kà bàro kɛ́ bìlen !","3"
"Maria, ò téliyara dɛ́ !","4"
"Tìɲɛ ná, í bɛ́nà ɲɛ́nafin bìla án ná !","Vraiment, tu vas nous donner la nostalgie !"
"Ɔ̀wɔ́, ɲɛ́nafin dòn, ǹka à tɛ́nà júguya !","Oui, c’est la nostalgie, mais ce ne sera pas grave !"
"Nê tɛ táa yɔ́rɔ jàn.","Je n’irai pas très loin."
"Nê bɛ sìgi Kɔlɔkani án kɔ́rɔ yàn.","8"
"Ò yé tìɲɛ yé, wáati ô wáati mánà díya í yé, í bɛ sé kà nà bɔ́ án yé.","C’est vrai, à n’importe quel moment qui te plaira, tu pourras venir nous rendre visite."
"Sìrajɛ, bámànanw kó : « dúnan yé nkómi yé ».","10"
"Ò yé tìɲɛ yé. dúnan bɛ tɛ̀mɛ.","C’est vrai. L’étranger passe."
"Ò dè y'à tó, sánnì nê ka táa, nê tùn b'à fɛ̀ í ka nê ládɔnniya bámànanw ka tɔ́nw ná !","12"
"Ò tɛ́ kó júgu yé.","13"
"Ǹka bámànanw ka tɔ́n cáman yé gùndo yé.","14"
"Án mùsow tɛ́ ò kàla mà !","Nous femmes, nous ne sommes pas au courant de cela !"
"Tìɲɛ dòn, ǹka n'í bɛ mîn dɔ́n ò rɔ́, í t'ò jìra nê lá ?","16"
"Bámànanw ka tɔ́nw ka cá, ǹka ù bɛ́ɛ kɛ́kun yé kà dùgu yíriwa àní kà à lákana.","Les « sociétés » bambara sont nombreuses, mais leur but c’est de faire prospérer le village et de le protéger."
"Ò tùma, n'à díyara í yé kà dòn tɔ́n mîn ná, í bɛ dòn ò rɔ́ wà ?","18"
"Àyí, ò kó tɛ́. bɛ́ɛ ni í ka tɔ́n dòn.","19"
