"french","bambara"
"ceux qui , à ta convocation, sont venus chez toi ...","mínnu nàna  í fɛ̀  í ká wéle lá"
"annonce publique","wéle"
"annonce publique","wéele"
"la rumeur publique dit qu'il a été arrêté","à wéle cìlen kó  à mìnɛnen"
"dénomination","wéle"
"dénomination","wéele"
"je ne sais pas le nom qu'on lui donne","né má  à wéletɔgɔ dɔ́n"
"appeler","wéle"
"appeler","wéele"
"dis-lui de venir ! Appelle-le","à wéle  kà nà"
"inviter","wéle"
"inviter","wéele"
"on sort la bière et on y invite les étrangers","dɔ̀lɔ bɛ́ bɔ́  kɛ́nɛ kàn, kà dúnan wéle  ò lá"
"nommer","wéle"
"nommer","wéele"
"on l'appelle 'Moussa', son nom est 'Moussa'","à bɛ́ wéle kó : Músa"
"répandre","wéleda"
"annoncer","wéleda"
"enlever","wèleku"
"ravir","wèleku"
"être annulé","wèleku"
"ça ne va pas être annulé, ça aura lieu","ò tɛ́ wèleku"
"au secours","wélelele"
"au secours","wéleleleyi"
"il cria :""Au secours !""","à kúlora ""wélelele"" !"
"convocation écrite","wélelisɛbɛn"
"interpellation écrite","wélelisɛbɛn"
"[Context: kb 12/05 p 4] cette annnée, 62 interpellations sont parvenues au ministère de la Justice","ɲìnan, wélelisɛbɛn 62 yé ɲɔ́gɔn sɔ̀rɔ sàriya mínisiriso lá..."
"grelot","wélenin"
"grelot","ŋéle.nin"
"moucheron","wélewele"
"moucheron","wólowolo"
"très claire","wélewele"
"très claire","wɛ́lɛwɛlɛ"
"annonce publique","wélewele"
"convocation","wélewele"
"annoncer publiquement","wéleweleda"
"crieur public","wéleweledala"
"annoncer publiquement","wélewelemada"
"intrus","wènce"
"importunité","wènceya"
"comportement d'intrus","wènceya"
"ornements aux lobes des oreilles","wérewerenin"
"ornements aux lobes des oreilles","wérewunin"
"intention","wèse"
"intention","kɔ́nɔ"
"intention","ngàniya"
"donc","wɛ́"
"dis-le donc !","à fɔ́ wɛ́ !"
"changer argent","wɛ́ɛcɛ"
"changer argent","wɛ̀cɛ"
"changer argent","wéece"
"sillon","wɛ́lɛn"
"sillon","wɛ́lɛ"
"sillon","wálan"
"poule tout blanche","wɛ̀lɛwɛ̀lɛ"
"chèvre tout blanche","wɛ̀lɛwɛ̀lɛ"
"très blanc","wɛ́lɛwɛlɛ"
"très clair","wɛ́lɛwɛlɛ"
"blague","wɛ́ncɛ"
"blague","wánjɛ"
"plaisanterie","wɛ́ncɛ"
"plaisanterie","wánjɛ"
"plaisanter avec qn","wɛ́ncɛ kɛ́ màa fɛ̀"
"solder","wɛ́ntɛrɛ"
"vendre à bas prix","wɛ́ntɛrɛ"
"distribuer","wɛ́ntɛrɛ"
"soldes","wɛ́ntɛrɛ"
"parc","wɛ̀rɛ"
"campement des pasteurs","wɛ̀rɛ"
"entr'ouvrir","wɛ̀rɛ"
"autre","wɛ́rɛ"
"ce n'est rien d'autre que ceci","ò tɛ́  dɔ́ wɛ́rɛ yé  nìn kɔ́"
"le mois prochain, à la prochaine lune","kálo wɛ́rɛ"
"verre","wɛ́rɛ"
"manières","wɛ̀rɛbɛwɛrɛbɛ"
"forfanterie","wɛ̀rɛbɛwɛrɛbɛ"
"excentricité","wɛ̀rɛwɛrɛ"
"forfanterie","wɛ̀rɛwɛrɛ"
"maniéré","wɛ̀rɛwɛrɛnci"
"excentrique","wɛ̀rɛwɛrɛnci"
"verre","wɛri"
"examiner","wɛ́sɛkɛ"
"examiner","sɛ́gɛsɛgɛ"
"contrôler minutieusement","wɛ́sɛkɛ"
"contrôler minutieusement","sɛ́gɛsɛgɛ"
"chercher à connaître","wɛ́sɛkɛ"
"chercher à connaître","sɛ́gɛsɛgɛ"
"déferler","wɛ̀tɛ"
"déferler","wàla"
"se précipiter","wɛ̀tɛ"
"se précipiter","wàla"
"hélas","wí"
"huit heures","wítɛri"
"trou","wò"
"cavité","wò"
"ou bien","wó"
"qu'il vienne ou non, c'est pareil","à bɛ́ nà wó, à tɛ́ nà wó, ò bɛ́ɛ ká kán"
"cesser","wó"
"la pluie a cessé","sán wóra"
"vendredi","wójuma"
"désir","wòlo"
"désir","nège"
"désir","dɔ́gɔ"
"peau","wòlo"
"peau","gòlo"
"enlever la peau, dépouiller","wòlo bɔ́"
"tam-tam","wòlo"
"tam-tam","gòlo"
"jouer du tam-tam","wòlo fɔ́"
"cuir","wòlo"
"cuir","gòlo"
"courroie","wòlo"
"courroie","gòlo"
"cible de chasseur","wòlo"
"cible de chasseur","gòlo"
"rangée sur une meule de mil","wòlo"
"procréation","wólo"
"elle est restée stérile","à má  wólo sɔ̀rɔ"
"quand sera arrivée à la ménopause...","ní  wólo tìgɛra  à lá..."
"famille","wólo"
"chasser qn de la famille","màa bɔ́  wólo lá"
"accoucher","wólo"
"engendrer","wólo"
"se former en épi","wólo"
"mettre au monde","wólo"
"propre mère","wóloba"
"propre mère","bángeba"
"géniteur","wólobaa"
"géniteur","wólo.baga"
"génitrice","wólobaa"
"génitrice","wólo.baga"
"stérile","wólobali"
"affection d'accouchement","wólobana"
"tir à.la cible","wòlobon"
"dépouilleur","wòlobɔla"
"part du dépouilleur","wòlobɔla"
"celui qui a dépouillé la vache, donnez-lui sa part","mín yé  mìsi wòlo bɔ́, á' yé  wòlobɔla d'ó mà"
"caillette","wòlobɔlafuru"
"propre enfant","wóloden"
"absence d’enfants","wólodenntanya"
"qui a des enfants","wólodentigi"
"tanneur","wòlodogila"
"village de naissance","wólodugu"
"propre père","wólofa"
"orphelin de père","wólofantan"
"de même âge","wólofilan"
"de même âge","wólon.flan"
"outre en peau","wòloforoko"
"Abraham prit une outre remplie d'eau","Ábrahamu yé wóloforoko fálen jí lá (gn 21, 14)"
"pays natal","wólojamana"
"blanc","wòlojɛ"
"blanc","fàrajɛ"
"tri","wóloma"
"acception","wóloma"
"trier","wóloma"
"fouiller","wóloma"
"séparer","wóloma"
"bien parler","wóloma"
"il parle très bien le peul","à bɛ́  fúlakan wóloma kósɛbɛ"
"fusil orné.de cuir","wòlomasiri"
"femme féconde","wólomuso"
"ravine","wólon"
"ravine","fólon"
"sept","wólonfìla"
"sept","wólonfla"
"sept","wólonwùla"
"sept","wólonfùla"
"septième","wólonfilanan"
"septième","wólonfla.nan"
"septième","wólonwula.nan"
"prédestiné","wólonkama"
"prédestiné","dákantigi"
"excavation","wólonkòto"
"gros ravin","wólonkòto"
"matrice","wólonugu"
"matrice","bángenugu"
"large","wòlonwalan"
"de la même classe d'âge","wóloɲɔgɔn"
"de la même classe d'âge","fílan"
"acte de naissance","wólosɛbɛn"
"esclave 2e génération","wóloso"
"ruisseler","wòlowolo"
"dégringoler","wòlowolo"
"se détacher et tomber","wòlowolo"
"détacher","wòlowolo"
"génération","wóloyɛlɛma"
"troué","wòma"
"creux","wòma"
"bouche où il manque des dents","dá wòma"
"arbre fagara jaune","wón"
"oh là.là","wóńbádɛ́"
"protoptère","wònto"
"huée","wòo"
"crier haro sur qn","wòo cì  mɔ̀gɔ lá"
"platine","wòoro"
"platine","wòoron"
"platine","wùro"
"aïe","wóoyi"
"aïe","wáayi"
"aïe","wúyo"
"aïe","wáyika"
"aïe","wíka"
"kola","wòro"
"noix de kola","wòro"
"vrai kolatier","wòro"
"chimpanzé","wòro"
"chimpanzé","wònton"
"cuisse","wóro"
"gigot","wóro"
"épouse légitime","wòrocimuso"
"Sud","wòrodugu"
"Sud","wòro.dugu.yan.fan"
"serpent Telescopus sp","wòrofyɛn"
"serpent Telescopus sp","nfónjɛ"
"couleur rosâtre","wòroji"
"couleur orange","wòroji"
"rosâtre","wòrojilama"
"orange","wòrojilama"
"cola des berges","wòrojɔn"
"fémur","wórokolo"
"entre-jambes","wórokɔrɔla"
"boule à l'aine","wórokɔrɔla"
"gigot","wóromugu"
"chimpanzé","wòronin"
"vociférer","wóronto"
"face intérieure de cuisse","wóroɲɛ"
"faire du bruit","wòroworo"
"patate douce","wóso"
"tubercule Coleus blumei","wósoninfin"
"voter","wóte"
"voter","wɔ́te"
"[Context: kb 5/06/p 10] les citoyens qui vont voter ...  / mais ceux qui ne peuvent voter ce sont ...","jàmanaden mínnu bɛ́ wóte /  kà ń'ú tɛ́ wóte, òlu yé /"
"vote","wóte"
"vote","wɔ́te"
"charrette","wòtoro"
"aboyer","wówo"
"oh","wóyińba"
"courant","wòyo"
"vague","wòyo"
"[Context: tel père, tel fils ... l'habitude ...] [Context: prov]  l'eau ne manque pas son vieux chemin d'écoulement","jí t'á wòyosirakɔrɔ jɛ̀"
"couler","wòyo"
"ramper","wòyo"
"drageonner","wòyo"
"vomir","wɔ̀gɔ"
"vomir","fɔ́ɔnɔ"
"baver","wɔ̀gɔ"
"baver","fɔ́ɔnɔ"
"fouiller","wɔ́gɔnbɛ"
"fouiller","wɔ́gɔmɛ"
"fouiller","wɔ́gɔbɛ"
"lutin","wɔ̀kulɔ"
"lutin","wɔ̀fulɔ"
"lutin","wɔ̀klɔ"
"lutin","wɔ̀kɔlɔ"
"tiédir","wɔ̀likɔ"
"tiédir","wɔ̀lɔkɔ"
"francolin","wɔ̀lɔ"
"badamiers","wɔ́lɔ"
"kaki","wɔ́lɔ"
"badamier sessile","wɔ́lɔba"
"badamier sessile","wɔ́lɔmuso"
"badamier duveteux","wɔ́lɔbugun"
"Ouolof","wɔ́lɔfɔ"
"grand boubou","wɔ́lɔfɔ"
"herbe Eragrostis","wɔ̀lɔkàma"
"vieux francolin mâle","wɔ̀lɔkɔrɔ"
"homme malin","wɔ̀lɔkɔrɔ"
"revenir sur le passé","wɔ̀lɔmabɔ"
"se dérober","wɔ̀lɔmɛ"
"se dérober","wɔ̀lɔnbɛ"
"badamier sessile","wɔ́lɔmuso"
"badamier sessile","wɔ́lɔba"
"faucille","wɔ̀lɔsɔ"
"faucille","wɔ̀ɔsɔ"
"faucon lanier","wɔ̀lɔtónńkàn"
"tomber","wɔ̀lɔwɔlɔ"
"avorter","wɔ̀lɔwɔlɔ"
"prématuré","wɔ̀lɔwɔlɔden"
"prématuré","wòlowoloden"
"avorton","wɔ̀lɔwɔlɔden"
"avorton","wòlowoloden"
"cola ntaba","wɔ́nfɔlɔ"
"cola ntaba","ntába"
"cola ntaba","wɔ́nflɔ"
"couler","wɔ̀ɔlɔ"
"baver","wɔ̀ɔlɔ"
"partir","wɔ̀ɔlɔ"
"six","wɔ́ɔrɔ"
"[Context: 20 et 6 = 26] vingt-six","mùgan ní  wɔ́ɔrɔ"
"sixième","wɔ́ɔrɔnan"
"coiffure des initiés","wɔ̀ri"
"[Context: on ne me coiffe plus comme un jeune circoncis] ce n'est plus de mon âge","né wɔ̀ri kàntɔ tɛ́ bìlen"
"peler","wɔ́rɔ"
"peler","wɔ́rɔn"
"décortiquer","wɔ́rɔ"
"décortiquer","wɔ́rɔn"
"décortiquer des arachides","tìga wɔ́rɔ"
"déshabiller","wɔ́rɔ"
"déshabiller","wɔ́rɔn"
"démonter","wɔ́rɔ"
"démonter","wɔ́rɔn"
"bien connaître","wɔ́rɔ"
"bien connaître","wɔ́rɔn"
"robe","wɔ́rɔbu"
"robe","ɔ́rɔbu"
"passer aux aveux","wɔ̀rɔndɔ"
"jalouser","wɔ̀rɔnkɔmi"
"jalouser","wɔ̀rɔnkɔyi"
"sueur","wɔ̀si"
"sueur","wɔ̀ɔsi"
"transpiration","wɔ̀si"
"transpiration","wɔ̀ɔsi"
"rémunération","wɔ̀si"
"rémunération","wɔ̀ɔsi"
"mon mari n'en a pas sorti l'argent, c'est le fruit de mon travail","ò má bɔ́  cɛ̀ ká júfa lá, ò yé  né wɔ̀si yé"
"transpirer","wɔ̀si"
"transpirer","wɔ̀ɔsi"
"sueur","wɔ̀siji"
"cris","wɔ̀yɔ"
"dispute","wɔ̀yɔ"
"ça n'a provoqué ni dispute, ni cris","kɛ̀lɛ má bɔ́  à rɔ́, wɔ̀yɔ má bɔ́ à rɔ́"
"piailler","wɔ̀yɔ"
"bourdonner","wɔ̀yɔ"
"faire fondre","wɔ̀yɔ"
"faire fondre","wòyo"
"ruminer","wùgu"
"déraciner","wùgu"
"la vache rumine son herbe","mìsi bɛ́ kà bín wùgu"
"déteindre","wùgu"
"s'oxyder","wùgu"
"moule","wúgu"
"pierre à moudre","wúgu"
"creuser","wúguba"
"fouiller","wúguba"
"tige renflée","wúguden"
"soir","wúla"
"après-midi","wúla"
"cet après-midi","wúla ìn ná"
"brousse","wúla"
"brousse","kúngo"
"brousse","wúlɛ"
"grande brousse","wúlaba"
"grande brousse","wúlɛ.ba"
"début de l'après-midi","wúlada"
"vers 17h30","wúladanin"
"coucher du soleil","wúladaninfyɛ"
"après-midi","wúlafɛla"
"village","wúlakɔnɔdugu"
"commune rurale","wúlakɔnɔdugu"
"paysan","wúlakɔnɔmɔgɔ"
"[Context: kb 12/05 p 6] moi le paysan, je suis dans la misère au pouvoir des citadins","né wúlakɔnɔmɔgɔ bɛ́ ɲáni ná dùgukɔnɔmɔgɔ bólo"
"saluer l'après-midi","wúlalafo"
"écorcher","wúlan"
"écorcher","wúran"
"coucher du soleil","wúlapɛtɛnin"
"après-midi 14h30à17h","wúlatile"
"après-midi vers 15h","wúlatilejan"
"arthrite","wúlɛ"
"arthrite de l'épaule","wúlɛba"
"rhumatisme articulaire","wúlɛbana"
"arthrite du poignet","wúlɛnin"
"se lever","wúli"
"se lever","wíli"
"soulever","wúli"
"soulever","wíli"
"Lève-toi !","wúli k'í jɔ̀ !"
"le vent a soulevé la poussière","fíyɛn yé  gɔ́ngɔn wúli"
"émigrer","wúli"
"émigrer","wíli"
"quand les pêcheurs seront partis ...","sɔ̀mɔnɔ máa wúli  dón mín..."
"il a perdu la tête, il est devenu fou","à hákili wúlila"
"monter","wúli"
"monter","wíli"
"son prix a monté","à sɔ̀ngɔ wúlila"
"démarrer","wúli"
"démarrer","wíli"
"le travail a commencé, c'est l'heure","báara wúlila"
"déterrer","wúli"
"déterrer","wíli"
"ils ont déterré les arachides","ù yé  tìgɛ wúli"
"annuler","wúli"
"annuler","wíli"
"ils ont destitué le chef de village","ù yé  dùgutigi wúli"
"bouillir","wúli"
"l'eau a bouilli et donné de l'écume","jí wúlila  fɔ́ kà kànga"
"immuable","wúlibali"
"ce sera pour vous une loi immuable","Ó séli ná kɛ́ láada wúlibali yé (é 12,14)"
"épilepsie","wúli-ká-bín"
"épilepsie","kìrikirimasyɛn"
"épilepsie","wíli-ká-bín"
"mobilisation","wúlikajɔ"
"responsabilité","wúlikajɔ"
"chien","wùlu"
"canidé","wùlu"
"débauché","wùlu"
"sexe masculin","wúlu"
"sexe masculin","fɔ́rɔ"
"sexe masculin","kàya"
"sexe masculin","cɛ̀ya"
"pénis","wúlubere"
"pénis","wúlu.bereke"
"prépuce","wúludaforoko"
"[Context: à la circoncision] le forgeron attache une ficelle à ton prépuce et le tire","nùmu bɛ́  jùru sìri  í wúludaforoko lá  k'ò sàma"
"poisson-chien","wùlujɛgɛ"
"poisson-chien","bàalan"
"poisson-chien","bàalannin"
"antipathique","wùlujoli"
"antipathique","màngo"
"chien","wùlukɛ"
"herbe Ctenium elegans","wùluku"
"herbe Schoenefeldia gracilis","wùlukucɛɲi"
"luxer","wùlukutu"
"luxer","wùrukutu"
"luxer","wùrunkutu"
"plante Cissus quadrangularis","wùluncɔlɔkɔ"
"herbe Ceropegia nigra","wùluninkunbere"
"plante volubile","wùlunintulo"
"plante Stylochiton lancifolius","wùlunintulo"
"gloutonnerie","wùluɲimimyɛ"
"poisson-chien","wùluŋaŋa"
"poisson-chien","wùlungagan"
"égrener","wùlusi"
"égrener","wùusi"
"égrener","wùrusi"
"tige égreneuse","wùlusilanden"
"puisard","wùluwúlu"
"puisard","wùruwúru"
"débauche","wùluya"
"inconduite effrénée","wùluya"
"exorbiter","wúran"
"se dépêcher","wùrawura"
"se dépêcher","tɛ́liya"
"bouillie de farine","wùri"
"bouillie de farine","wùruyi"
"bouillie de farine","úruyi"
"s’effondrer","wùru"
"s’effondrer","wùuru"
"s’écrouler","wùru"
"s’écrouler","wùuru"
"renverser","wùruba"
"faire perdre l'équilibre","wùruba"
"renverser","wùrubata"
"faire perdre l'équilibre","wùrubata"
"verser d'un seul coup toute l'eau dans le canari","jí wùrubata  dàga kɔ́nɔ"
"égrener chapelet","wúrudi"
"filer coton","wùrunti"
"filer coton","párata"
"égreneuse","wùrusilan"
"égreneuse","wùlusi.lan"
"égreneuse","wùusi.lan"
"longuement","wúruu"
"fumer","wúsu"
"boucaner","wúsu"
"parfumer","wúsu"
"il a parfumé son vêtement","à y'á ká dùlɔki wúsu"
"mijoter à la vapeur","wúsu"
"faire des inhalations","dísi wúsu"
"barder","wúsu"
"écarquiller","wúsu"
"dévisager","wúsu"
"encens","wúsulan"
"cassolette","wúsulandaga"
"patente","wúsuru"
"taxe douanière","wúsuru"
"percepteur","wúsuruminɛna"
"douanier","wúsuruminɛna"
"mensonge","wúya"
"mensonge","nkàlon"
"mentir","wúya tìgɛ / fɔ́"
"menteur","wúyafɔla"
"menteur","nkàlontigɛla"
"PFV TR","yà"
"niveler","yàa"
"ratisser","yàa"
"pour que","yáa"
"pour que","yála"
"pour voir si","yáa"
"pour voir si","yála"
"hélas","yáa"
"Je l'ai appelé. Hélas ! Il ne l'avait pas entendu","ń y'á wéle.Yáa ! à tùn m'á mɛ́n"
"calebasse sp","yàabara"
"honneur","yàabu"
"honneur","tànga"
"honneur","bònya"
"honneur","kàrama"
"marques d'honneur","yàabu"
"marques d'honneur","tànga"
"marques d'honneur","bònya"
"marques d'honneur","kàrama"
"être arrogant","yàada"
"être arrogant","yàda"
"se vanter","yàada"
"se vanter","yàda"
"arrogance","yàada"
"arrogance","yàadalenya"
"promenade","yáala"
"parcours de chasse","yáala"
"drague","yáala"
"se promener","yáala"
"parcourir","yáala"
"il a parcouru deux pays","à yé  jàmani fìla yáala"
"il a détaché le cheval pour une promenade","à yé  sò fóni  kà sò yáala"
"bailler","yáala"
"bailler","wáwa"
"bailler","háalo"
"coureur","yáalalaba"
"dragueur","yáalalaba"
"instrument pour niveler","yàalan"
"la houe' gòfè' est un bon instrument pour niveler le terrain","gɔ̀fɛ yé  à yàalan ɲúman yé"
"compagnon de promenade","yáalaɲɔgɔn"
"promenade","yáalasen"
"[Context: donniya 5/6 p 32] à chaque retour de promenade ..., il faut se laver les mains avant de manger","án bɔ́ ó bɔ́ yáalasen fɛ̀, án ká kán k'án tɛ́gɛ kò..."
"secouer","yàara"
"invocation de Dieu","yàaràbi"
"fétiche des femmes","yàasà"
"galoper","yábalan"
"galoper","yában"
"en remplissant l’espace","yábi"
"bruit de chute","yábi"
"pardon","yàfa"
"demander pardon à qn","yàfa ɲíni  màa fɛ̀"
"pardonner","yàfa"
"pardonner une faute","yàfa"
"Pardonne-moi !","yàfa ń mà !"
"Pardonne-le nous !","í kà  ò yàfa  án yé !"
"autoriser","yàfa"
"quand il les eut congédiés ...","à yàfara  ù mà mínkɛ..."
"clément","yàfabaga"
"clément","yàfa.baa"
"camelote","yágayaga"
"Juif","yàhudiya"
"Q","yála"
"Q","yáa"
"Q","yáli"
"Q","yálima"
"Q","yálama"
"est-ce que ?","yála"
"est-ce que ?","yáa"
"est-ce que ?","yáli"
"est-ce que ?","yálima"
"est-ce que ?","yálama"
"est-ce que par hasard vous n'auriez pas vu passer une jeune fille ?","Yála  á má  dénnin dɔ́ tɛ̀mɛtɔ yé wá ?"
"[Context: pour voir] si","yála"
"[Context: pour voir] si","yáa"
"[Context: pour voir] si","yáli"
"[Context: pour voir] si","yálima"
"[Context: pour voir] si","yálama"
"je suis venu voir si je peux avoir du travail chez toi","ń nàlen à lájɛ  yála né bɛ́  báara sɔ̀rɔ  í fɛ̀"
"crépusculaire","yálakayalaka"
"pour que","yálasa"
"pour que","wálasa"
"pour que","yáasa"
"pour que","yála"
"pour que","yálisa"
"pour que","jáasa"
"fais ce que tu peux pour qu'il en obtienne","í jíja yálasa à ká dɔ́ sɔ̀rɔ"
"[Context: plus vite] prends son fardeau pour que nous avancions","í kà  à lá dòni tà yála án ná wà"
"frapper","yálon"
"frapper","yálo"
"frapper","ɲálon"
"frapper","yáalon"
"bousculer","yálon"
"bousculer","yálo"
"bousculer","ɲálon"
"bousculer","yáalon"
"gifler qn","í tɛ́gɛ yálon  màa túlo kɔ́rɔ"
"abattre","yálon"
"abattre","yálo"
"abattre","ɲálon"
"abattre","yáalon"
"rafler","yálon"
"rafler","yálo"
"rafler","ɲálon"
"rafler","yáalon"
"se pavaner","yálon"
